,DateCourse,Numéro -Voit_sched,sched_start,sched_end,Type,CodeLong,Ligne,Category,sched_start_ts,actual_exit_ts,Numéro -Voit_actual,TypeSens
26039,2025-04-11,48 - 7,1900-01-01 13:02:40,1900-01-01 13:16:40,Régulier,LULY00,47,ODIER,2025-04-11 13:02:40,2025-04-11 13:02:00,47 - 7,0.0
25492,2025-04-11,C3 - 54,1900-01-01 13:03:00,1900-01-01 13:28:00,Régulier,MONN00,32,Genève-Tours,2025-04-11 13:03:00,2025-04-11 13:03:00,32 - 54,0.0
25987,2025-04-11,48 - 3,1900-01-01 13:03:40,1900-01-01 13:18:20,Régulier,CRCO05,47,ODIER,2025-04-11 13:03:40,2025-04-11 13:03:00,47 - 3,0.0
25761,2025-04-11,32 - 9,1900-01-01 13:05:00,1900-01-01 13:31:20,Régulier,PRSM05,37,Genève-Tours,2025-04-11 13:05:00,2025-04-11 13:05:00,37 - 9,0.0
27058,2025-04-11,L - 6,1900-01-01 13:06:00,1900-01-01 13:25:00,Régulier,CRCO05,70,ODIER,2025-04-11 13:06:00,2025-04-11 13:06:00,70 - 6,0.0
27102,2025-04-11,L - 8,1900-01-01 13:10:00,1900-01-01 13:27:40,Régulier,SYGA00,70,ODIER,2025-04-11 13:10:00,2025-04-11 13:10:00,70 - 8,0.0
25523,2025-04-11,37 - 30,1900-01-01 13:15:00,1900-01-01 13:49:20,Régulier,PRSM00,32,Genève-Tours,2025-04-11 13:15:00,2025-04-11 13:15:00,32 - 30,0.0
25436,2025-04-11,37 - 26,1900-01-01 13:23:20,1900-01-01 13:44:40,Régulier,PRSM00,31,Genève-Tours,2025-04-11 13:23:20,2025-04-11 13:23:00,31 - 26,0.0
26040,2025-04-11,48 - 3,1900-01-01 13:23:40,1900-01-01 13:37:40,Régulier,LULY00,47,ODIER,2025-04-11 13:23:40,2025-04-11 13:23:00,47 - 3,0.0
25388,2025-04-11,32 - 5,1900-01-01 13:28:40,1900-01-01 13:48:40,Régulier,PMAR00,31,Genève-Tours,2025-04-11 13:28:40,2025-04-11 13:28:00,31 - 5,0.0
25988,2025-04-11,48 - 8,1900-01-01 13:31:40,1900-01-01 13:46:20,Régulier,CRCO05,47,ODIER,2025-04-11 13:31:40,2025-04-11 13:31:00,47 - 8,0.0
25762,2025-04-11,32 - 6,1900-01-01 13:35:00,1900-01-01 14:01:20,Régulier,PRSM05,37,Genève-Tours,2025-04-11 13:35:00,2025-04-11 13:35:00,37 - 6,0.0
27103,2025-04-11,L - 9,1900-01-01 13:35:00,1900-01-01 13:52:40,Régulier,SYGA00,70,ODIER,2025-04-11 13:35:00,2025-04-11 13:35:00,70 - 9,0.0
27882,2025-04-11,C8 - 6,1900-01-01 13:35:00,1900-01-01 13:54:00,Régulier,CEBE01,C8,GLOBE,2025-04-11 13:35:00,2025-04-11 13:34:00,C8 - 4,0.0
27059,2025-04-11,L - 7,1900-01-01 13:37:00,1900-01-01 13:55:20,Régulier,CRCO05,70,ODIER,2025-04-11 13:37:00,2025-04-11 13:37:00,70 - 7,0.0
25720,2025-04-11,32 - 9,1900-01-01 13:40:00,1900-01-01 14:09:00,Régulier,LULI00,37,Genève-Tours,2025-04-11 13:40:00,2025-04-11 13:40:00,37 - 9,0.0
25524,2025-04-11,37 - 24,1900-01-01 13:46:00,1900-01-01 14:16:20,Régulier,PRSM00,32,Genève-Tours,2025-04-11 13:46:00,2025-04-11 13:46:00,32 - 24,0.0
25571,2025-04-11,37 - 26,1900-01-01 13:46:20,1900-01-01 14:12:00,Régulier,PMAR01,33,Genève-Tours,2025-04-11 13:46:20,2025-04-11 13:46:00,33 - 26,0.0
25943,2025-04-11,C9 - 42,1900-01-01 13:50:40,1900-01-01 14:27:40,Régulier,TCAR01,41,ODIER,2025-04-11 13:50:40,2025-04-11 13:50:00,41 - 42,0.0
26041,2025-04-11,48 - 8,1900-01-01 13:51:20,1900-01-01 14:05:20,Régulier,LULY00,47,ODIER,2025-04-11 13:51:20,2025-04-11 13:51:00,47 - 8,0.0
25989,2025-04-11,48 - 9,1900-01-01 13:52:40,1900-01-01 14:07:20,Régulier,CRCO05,47,ODIER,2025-04-11 13:52:40,2025-04-11 13:52:00,47 - 9,0.0
25437,2025-04-11,33z - 18,1900-01-01 13:54:00,1900-01-01 14:15:20,Régulier,PRSM00,31,Genève-Tours,2025-04-11 13:54:00,2025-04-11 13:54:00,31 - 18,0.0
25493,2025-04-11,37 - 30,1900-01-01 13:54:00,1900-01-01 14:29:00,Régulier,MONN00,32,Genève-Tours,2025-04-11 13:54:00,2025-04-11 13:54:00,32 - 30,0.0
25389,2025-04-11,33 - 20,1900-01-01 13:58:40,1900-01-01 14:18:40,Régulier,PMAR00,31,Genève-Tours,2025-04-11 13:58:40,2025-04-11 13:58:00,31 - 20,0.0
25763,2025-04-11,32 - 4,1900-01-01 14:05:00,1900-01-01 14:31:20,Régulier,PRSM05,37,Genève-Tours,2025-04-11 14:05:00,2025-04-11 14:05:00,37 - 4,0.0
27104,2025-04-11,L - 7,1900-01-01 14:05:00,1900-01-01 14:22:00,Régulier,SYGA00,70,ODIER,2025-04-11 14:05:00,2025-04-11 14:05:00,70 - 7,0.0
27060,2025-04-11,L - 3,1900-01-01 14:07:00,1900-01-01 14:25:20,Régulier,CRCO05,70,ODIER,2025-04-11 14:07:00,2025-04-11 14:07:00,70 - 3,0.0
25721,2025-04-11,32 - 6,1900-01-01 14:10:00,1900-01-01 14:39:00,Régulier,LULI00,37,Genève-Tours,2025-04-11 14:10:00,2025-04-11 14:10:00,37 - 6,0.0
25990,2025-04-11,48 - 7,1900-01-01 14:13:40,1900-01-01 14:28:20,Régulier,CRCO05,47,ODIER,2025-04-11 14:13:40,2025-04-11 14:13:00,47 - 7,0.0
25572,2025-04-11,33z - 18,1900-01-01 14:15:40,1900-01-01 14:41:20,Régulier,PMAR01,33,Genève-Tours,2025-04-11 14:15:40,2025-04-11 14:15:00,33 - 18,0.0
26042,2025-04-11,48 - 9,1900-01-01 14:20:40,1900-01-01 14:34:40,Régulier,LULY00,47,ODIER,2025-04-11 14:20:40,2025-04-11 14:20:00,47 - 9,0.0
25438,2025-04-11,33 - 21,1900-01-01 14:24:40,1900-01-01 14:46:20,Régulier,PRSM00,31,Genève-Tours,2025-04-11 14:24:40,2025-04-11 14:24:00,31 - 21,0.0
25390,2025-04-11,33 - 19,1900-01-01 14:28:40,1900-01-01 14:49:00,Régulier,PMAR00,31,Genève-Tours,2025-04-11 14:28:40,2025-04-11 14:28:00,31 - 19,0.0
25468,2025-04-11,37 - 24,1900-01-01 14:29:00,1900-01-01 14:59:40,Régulier,JUMR01,32,Genève-Tours,2025-04-11 14:29:00,2025-04-11 14:29:00,32 - 24,0.0
25618,2025-04-11,37 - 26,1900-01-01 14:31:40,1900-01-01 14:57:40,Régulier,RIVE04,33,Genève-Tours,2025-04-11 14:31:40,2025-04-11 14:31:00,33 - 26,0.0
27105,2025-04-11,L - 10,1900-01-01 14:35:00,1900-01-01 14:52:00,Régulier,SYGA00,70,ODIER,2025-04-11 14:35:00,2025-04-11 14:35:00,70 - 10,0.0
25991,2025-04-11,48 - 3,1900-01-01 14:36:40,1900-01-01 14:51:20,Régulier,CRCO05,47,ODIER,2025-04-11 14:36:40,2025-04-11 14:36:00,47 - 3,0.0
27061,2025-04-11,L - 8,1900-01-01 14:37:00,1900-01-01 14:55:20,Régulier,CRCO05,70,ODIER,2025-04-11 14:37:00,2025-04-11 14:37:00,70 - 8,0.0
25722,2025-04-11,32 - 4,1900-01-01 14:40:00,1900-01-01 15:08:20,Régulier,LULI00,37,Genève-Tours,2025-04-11 14:40:00,2025-04-11 14:40:00,37 - 4,0.0
25899,2025-04-11,C9 - 42,1900-01-01 14:40:20,1900-01-01 15:20:40,Régulier,FAVR99,41,ODIER,2025-04-11 14:40:20,2025-04-11 14:40:00,41 - 42,0.0
26043,2025-04-11,48 - 10,1900-01-01 14:49:00,1900-01-01 15:03:00,Régulier,LULY00,47,ODIER,2025-04-11 14:49:00,2025-04-11 14:49:00,47 - 10,0.0
25439,2025-04-11,33 - 20,1900-01-01 14:54:00,1900-01-01 15:15:40,Régulier,PRSM00,31,Genève-Tours,2025-04-11 14:54:00,2025-04-11 14:54:00,31 - 20,0.0
25391,2025-04-11,37 - 26,1900-01-01 14:58:40,1900-01-01 15:18:40,Régulier,PMAR00,31,Genève-Tours,2025-04-11 14:58:40,2025-04-11 14:58:00,31 - 26,0.0
25992,2025-04-11,48 - 8,1900-01-01 14:59:20,1900-01-01 15:14:00,Régulier,CRCO05,47,ODIER,2025-04-11 14:59:20,2025-04-11 14:59:00,47 - 8,0.0
25619,2025-04-11,33z - 18,1900-01-01 15:01:40,1900-01-01 15:28:20,Régulier,RIVE04,33,Genève-Tours,2025-04-11 15:01:40,2025-04-11 15:01:00,33 - 18,0.0
27106,2025-04-11,L - 8,1900-01-01 15:05:00,1900-01-01 15:22:20,Régulier,SYGA00,70,ODIER,2025-04-11 15:05:00,2025-04-11 15:05:00,70 - 8,0.0
25440,2025-04-11,33 - 19,1900-01-01 15:22:40,1900-01-01 15:45:20,Régulier,PRSM00,31,Genève-Tours,2025-04-11 15:22:40,2025-04-11 15:22:00,31 - 19,0.0
26044,2025-04-11,48 - 8,1900-01-01 15:23:40,1900-01-01 15:37:40,Régulier,LULY00,47,ODIER,2025-04-11 15:23:40,2025-04-11 15:23:00,47 - 8,0.0
25392,2025-04-11,33z - 18,1900-01-01 15:28:40,1900-01-01 15:50:00,Régulier,PMAR00,31,Genève-Tours,2025-04-11 15:28:40,2025-04-11 15:28:00,31 - 18,0.0
25993,2025-04-11,48 - 9,1900-01-01 15:28:40,1900-01-01 15:44:00,Régulier,CRCO05,47,ODIER,2025-04-11 15:28:40,2025-04-11 15:28:00,47 - 9,0.0
27107,2025-04-11,L - 9,1900-01-01 15:35:00,1900-01-01 15:52:20,Régulier,SYGA00,70,ODIER,2025-04-11 15:35:00,2025-04-11 15:35:00,70 - 9,0.0
27062,2025-04-11,L - 7,1900-01-01 15:36:00,1900-01-01 15:55:00,Régulier,CRCO05,70,ODIER,2025-04-11 15:36:00,2025-04-11 15:36:00,70 - 7,0.0
27874,2025-04-11,38 - 56,1900-01-01 15:40:00,1900-01-01 16:07:00,Régulier,PBAL01,C5,Genève-Tours,2025-04-11 15:40:00,2025-04-11 15:40:00,C5 - 56,0.0
26045,2025-04-11,48 - 9,1900-01-01 15:49:00,1900-01-01 16:03:00,Régulier,LULY00,47,ODIER,2025-04-11 15:49:00,2025-04-11 15:49:00,47 - 9,0.0
25441,2025-04-11,37 - 33,1900-01-01 15:49:40,1900-01-01 16:13:20,Régulier,PRSM00,31,Genève-Tours,2025-04-11 15:49:40,2025-04-11 15:49:00,31 - 33,0.0
25725,2025-04-11,37z - 32,1900-01-01 15:54:00,1900-01-01 16:24:40,Régulier,LULI00,37,Genève-Tours,2025-04-11 15:54:00,2025-04-11 15:54:00,37 - 32,0.0
25994,2025-04-11,48 - 10,1900-01-01 15:58:20,1900-01-01 16:14:00,Régulier,CRCO05,47,ODIER,2025-04-11 15:58:20,2025-04-11 15:58:00,47 - 10,0.0
25393,2025-04-11,33 - 21,1900-01-01 15:59:40,1900-01-01 16:21:20,Régulier,PMAR00,31,Genève-Tours,2025-04-11 15:59:40,2025-04-11 15:59:00,31 - 21,0.0
26742,2025-04-11,60 - 38,1900-01-01 16:00:40,1900-01-01 16:49:00,Régulier,GXAI01,61,Rdta,2025-04-11 16:00:40,2025-04-11 16:00:00,61 - 38,0.0
25442,2025-04-11,33z - 18,1900-01-01 16:04:40,1900-01-01 16:28:20,Régulier,PRSM00,31,Genève-Tours,2025-04-11 16:04:40,2025-04-11 16:04:00,31 - 18,0.0
26046,2025-04-11,48 - 12,1900-01-01 16:05:00,1900-01-01 16:19:20,Régulier,LULY00,47,ODIER,2025-04-11 16:05:00,2025-04-11 16:05:00,47 - 12,0.0
27108,2025-04-11,L - 7,1900-01-01 16:05:00,1900-01-01 16:24:20,Régulier,SYGA00,70,ODIER,2025-04-11 16:05:00,2025-04-11 16:05:00,70 - 7,0.0
27063,2025-04-11,L - 10,1900-01-01 16:06:00,1900-01-01 16:25:20,Régulier,CRCO05,70,ODIER,2025-04-11 16:06:00,2025-04-11 16:06:00,70 - 10,0.0
27547,2025-04-11,80 - 21,1900-01-01 16:07:00,1900-01-01 16:46:00,Régulier,SJSN04,80,GEM’BUS,2025-04-11 16:07:00,2025-04-11 16:02:00,80 - 5,0.0
25995,2025-04-11,48 - 13,1900-01-01 16:11:00,1900-01-01 16:27:00,Régulier,CRCO05,47,ODIER,2025-04-11 16:11:00,2025-04-11 16:11:00,47 - 13,0.0
26725,2025-04-11,60 - 35,1900-01-01 16:11:00,1900-01-01 17:00:00,Régulier,CVIN03,61,Rdta,2025-04-11 16:11:00,2025-04-11 16:11:00,61 - 35,0.0
25576,2025-04-11,37 - 33,1900-01-01 16:13:40,1900-01-01 16:39:40,Régulier,PMAR01,33,Genève-Tours,2025-04-11 16:13:40,2025-04-11 16:13:00,33 - 33,0.0
25394,2025-04-11,33 - 20,1900-01-01 16:15:40,1900-01-01 16:38:20,Régulier,PMAR00,31,Genève-Tours,2025-04-11 16:15:40,2025-04-11 16:15:00,31 - 20,0.0
25623,2025-04-11,38 - 55,1900-01-01 16:16:00,1900-01-01 16:44:20,Régulier,RIVE04,33,Genève-Tours,2025-04-11 16:16:00,2025-04-11 16:16:00,33 - 55,0.0
25530,2025-04-11,37 - 24,1900-01-01 16:16:20,1900-01-01 16:48:20,Régulier,PRSM00,32,Genève-Tours,2025-04-11 16:16:20,2025-04-11 16:16:00,32 - 24,0.0
25443,2025-04-11,33 - 23,1900-01-01 16:19:00,1900-01-01 16:42:40,Régulier,PRSM00,31,Genève-Tours,2025-04-11 16:19:00,2025-04-11 16:19:00,31 - 23,0.0
26047,2025-04-11,48 - 10,1900-01-01 16:19:00,1900-01-01 16:34:00,Régulier,LULY00,47,ODIER,2025-04-11 16:19:00,2025-04-11 16:19:00,47 - 10,0.0
27109,2025-04-11,L - 12,1900-01-01 16:20:00,1900-01-01 16:39:20,Régulier,SYGA00,70,ODIER,2025-04-11 16:20:00,2025-04-11 16:20:00,70 - 12,0.0
27873,2025-04-11,C3 - 55,1900-01-01 16:20:00,1900-01-01 16:35:20,Régulier,PIBO01,C4,Genève-Tours,2025-04-11 16:20:00,2025-04-11 16:20:00,C4 - 55,0.0
27064,2025-04-11,L - 11,1900-01-01 16:25:00,1900-01-01 16:44:40,Régulier,CRCO05,70,ODIER,2025-04-11 16:25:00,2025-04-11 16:25:00,70 - 11,0.0
25996,2025-04-11,48 - 11,1900-01-01 16:27:00,1900-01-01 16:43:00,Régulier,CRCO05,47,ODIER,2025-04-11 16:27:00,2025-04-11 16:27:00,47 - 11,0.0
25577,2025-04-11,33z - 18,1900-01-01 16:28:40,1900-01-01 16:54:40,Régulier,PMAR01,33,Genève-Tours,2025-04-11 16:28:40,2025-04-11 16:28:00,33 - 18,0.0
25395,2025-04-11,33 - 22,1900-01-01 16:29:40,1900-01-01 16:52:40,Régulier,PMAR00,31,Genève-Tours,2025-04-11 16:29:40,2025-04-11 16:29:00,31 - 22,0.0
26743,2025-04-11,60 - 31,1900-01-01 16:30:00,1900-01-01 17:19:00,Régulier,GXAI01,61,Rdta,2025-04-11 16:30:00,2025-04-11 16:30:00,61 - 31,0.0
26048,2025-04-11,48 - 13,1900-01-01 16:33:00,1900-01-01 16:48:00,Régulier,LULY00,47,ODIER,2025-04-11 16:33:00,2025-04-11 16:33:00,47 - 13,0.0
25769,2025-04-11,37z - 32,1900-01-01 16:33:20,1900-01-01 17:02:00,Régulier,PRSM05,37,Genève-Tours,2025-04-11 16:33:20,2025-04-11 16:33:00,37 - 32,0.0
25444,2025-04-11,33 - 21,1900-01-01 16:34:40,1900-01-01 16:58:20,Régulier,PRSM00,31,Genève-Tours,2025-04-11 16:34:40,2025-04-11 16:34:00,31 - 21,0.0
27065,2025-04-11,L - 8,1900-01-01 16:35:00,1900-01-01 16:54:40,Régulier,CRCO05,70,ODIER,2025-04-11 16:35:00,2025-04-11 16:35:00,70 - 8,0.0
27110,2025-04-11,L - 10,1900-01-01 16:35:00,1900-01-01 16:54:20,Régulier,SYGA00,70,ODIER,2025-04-11 16:35:00,2025-04-11 16:35:00,70 - 10,0.0
25997,2025-04-11,48 - 8,1900-01-01 16:42:20,1900-01-01 16:58:20,Régulier,CRCO05,47,ODIER,2025-04-11 16:42:20,2025-04-11 16:42:00,47 - 8,0.0
25396,2025-04-11,38 - 55,1900-01-01 16:44:40,1900-01-01 17:07:40,Régulier,PMAR00,31,Genève-Tours,2025-04-11 16:44:40,2025-04-11 16:44:00,31 - 55,0.0
25625,2025-04-11,37 - 33,1900-01-01 16:46:40,1900-01-01 17:15:20,Régulier,RIVE04,33,Genève-Tours,2025-04-11 16:46:40,2025-04-11 16:46:00,33 - 33,0.0
26049,2025-04-11,48 - 11,1900-01-01 16:48:00,1900-01-01 17:03:00,Régulier,LULY00,47,ODIER,2025-04-11 16:48:00,2025-04-11 16:48:00,47 - 11,0.0
26726,2025-04-11,60 - 27,1900-01-01 16:48:00,1900-01-01 17:38:00,Régulier,CVIN03,61,Rdta,2025-04-11 16:48:00,2025-04-11 16:48:00,61 - 27,0.0
25445,2025-04-11,33 - 20,1900-01-01 16:49:40,1900-01-01 17:13:20,Régulier,PRSM00,31,Genève-Tours,2025-04-11 16:49:40,2025-04-11 16:49:00,31 - 20,0.0
27066,2025-04-11,L - 12,1900-01-01 16:50:00,1900-01-01 17:09:40,Régulier,CRCO05,70,ODIER,2025-04-11 16:50:00,2025-04-11 16:50:00,70 - 12,0.0
27111,2025-04-11,L - 11,1900-01-01 16:52:00,1900-01-01 17:11:40,Régulier,SYGA00,70,ODIER,2025-04-11 16:52:00,2025-04-11 16:52:00,70 - 11,0.0
27875,2025-04-11,39 - 3,1900-01-01 16:53:00,1900-01-01 17:20:40,Régulier,PBAL01,C5,Genève-Tours,2025-04-11 16:53:00,2025-04-11 16:53:00,C5 - 3,0.0
25397,2025-04-11,33 - 19,1900-01-01 16:59:40,1900-01-01 17:22:40,Régulier,PMAR00,31,Genève-Tours,2025-04-11 16:59:40,2025-04-11 16:59:00,31 - 19,0.0
25998,2025-04-11,48 - 9,1900-01-01 17:01:00,1900-01-01 17:17:00,Régulier,CRCO05,47,ODIER,2025-04-11 17:01:00,2025-04-11 17:01:00,47 - 9,0.0
25626,2025-04-11,33z - 18,1900-01-01 17:01:40,1900-01-01 17:31:20,Régulier,RIVE04,33,Genève-Tours,2025-04-11 17:01:40,2025-04-11 17:01:00,33 - 18,0.0
26050,2025-04-11,48 - 8,1900-01-01 17:04:00,1900-01-01 17:19:00,Régulier,LULY00,47,ODIER,2025-04-11 17:04:00,2025-04-11 17:04:00,47 - 8,0.0
25446,2025-04-11,33 - 22,1900-01-01 17:04:40,1900-01-01 17:28:20,Régulier,PRSM00,31,Genève-Tours,2025-04-11 17:04:40,2025-04-11 17:04:00,31 - 22,0.0
27067,2025-04-11,L - 9,1900-01-01 17:05:00,1900-01-01 17:24:40,Régulier,CRCO05,70,ODIER,2025-04-11 17:05:00,2025-04-11 17:05:00,70 - 9,0.0
27112,2025-04-11,L - 8,1900-01-01 17:05:00,1900-01-01 17:25:20,Régulier,SYGA00,70,ODIER,2025-04-11 17:05:00,2025-04-11 17:05:00,70 - 8,0.0
25471,2025-04-11,37 - 24,1900-01-01 17:05:40,1900-01-01 17:39:40,Régulier,JUMR01,32,Genève-Tours,2025-04-11 17:05:40,2025-04-11 17:05:00,32 - 24,0.0
25729,2025-04-11,37z - 32,1900-01-01 17:09:00,1900-01-01 17:40:40,Régulier,LULI00,37,Genève-Tours,2025-04-11 17:09:00,2025-04-11 17:09:00,37 - 32,0.0
25398,2025-04-11,37 - 33,1900-01-01 17:15:40,1900-01-01 17:38:40,Régulier,PMAR00,31,Genève-Tours,2025-04-11 17:15:40,2025-04-11 17:15:00,31 - 33,0.0
25999,2025-04-11,48 - 12,1900-01-01 17:17:00,1900-01-01 17:33:00,Régulier,CRCO05,47,ODIER,2025-04-11 17:17:00,2025-04-11 17:17:00,47 - 12,0.0
25447,2025-04-11,38 - 55,1900-01-01 17:19:40,1900-01-01 17:43:20,Régulier,PRSM00,31,Genève-Tours,2025-04-11 17:19:40,2025-04-11 17:19:00,31 - 55,0.0
27068,2025-04-11,L - 11,1900-01-01 17:20:00,1900-01-01 17:39:40,Régulier,CRCO05,70,ODIER,2025-04-11 17:20:00,2025-04-11 17:20:00,70 - 11,0.0
27113,2025-04-11,L - 12,1900-01-01 17:20:00,1900-01-01 17:40:20,Régulier,SYGA00,70,ODIER,2025-04-11 17:20:00,2025-04-11 17:20:00,70 - 12,0.0
26051,2025-04-11,48 - 9,1900-01-01 17:22:00,1900-01-01 17:37:00,Régulier,LULY00,47,ODIER,2025-04-11 17:22:00,2025-04-11 17:22:00,47 - 9,0.0
26727,2025-04-11,60 - 31,1900-01-01 17:31:00,1900-01-01 18:21:00,Régulier,CVIN03,61,Rdta,2025-04-11 17:31:00,2025-04-11 17:31:00,61 - 31,0.0
25399,2025-04-11,33z - 18,1900-01-01 17:31:40,1900-01-01 17:54:40,Régulier,PMAR00,31,Genève-Tours,2025-04-11 17:31:40,2025-04-11 17:31:00,31 - 18,0.0
26000,2025-04-11,48 - 10,1900-01-01 17:32:00,1900-01-01 17:48:00,Régulier,CRCO05,47,ODIER,2025-04-11 17:32:00,2025-04-11 17:32:00,47 - 10,0.0
25448,2025-04-11,33 - 19,1900-01-01 17:34:40,1900-01-01 17:58:20,Régulier,PRSM00,31,Genève-Tours,2025-04-11 17:34:40,2025-04-11 17:34:00,31 - 19,0.0
27114,2025-04-11,L - 9,1900-01-01 17:35:00,1900-01-01 17:55:20,Régulier,SYGA00,70,ODIER,2025-04-11 17:35:00,2025-04-11 17:35:00,70 - 9,0.0
27069,2025-04-11,L - 7,1900-01-01 17:36:00,1900-01-01 17:55:00,Régulier,CRCO05,70,ODIER,2025-04-11 17:36:00,2025-04-11 17:36:00,70 - 7,0.0
26052,2025-04-11,48 - 12,1900-01-01 17:38:00,1900-01-01 17:53:00,Régulier,LULY00,47,ODIER,2025-04-11 17:38:00,2025-04-11 17:38:00,47 - 12,0.0
26744,2025-04-11,60 - 45,1900-01-01 17:39:20,1900-01-01 18:27:20,Régulier,GXAI01,61,Rdta,2025-04-11 17:39:20,2025-04-11 17:39:00,61 - 45,0.0
25582,2025-04-11,38 - 55,1900-01-01 17:43:40,1900-01-01 18:09:20,Régulier,PMAR01,33,Genève-Tours,2025-04-11 17:43:40,2025-04-11 17:43:00,33 - 55,0.0
25536,2025-04-11,37 - 24,1900-01-01 17:45:00,1900-01-01 18:17:40,Régulier,PRSM00,32,Genève-Tours,2025-04-11 17:45:00,2025-04-11 17:45:00,32 - 24,0.0
25400,2025-04-11,33 - 23,1900-01-01 17:46:40,1900-01-01 18:08:00,Régulier,PMAR00,31,Genève-Tours,2025-04-11 17:46:40,2025-04-11 17:46:00,31 - 23,0.0
26001,2025-04-11,48 - 13,1900-01-01 17:47:00,1900-01-01 18:03:00,Régulier,CRCO05,47,ODIER,2025-04-11 17:47:00,2025-04-11 17:47:00,47 - 13,0.0
25773,2025-04-11,37z - 32,1900-01-01 17:48:20,1900-01-01 18:16:40,Régulier,PRSM05,37,Genève-Tours,2025-04-11 17:48:20,2025-04-11 17:48:00,37 - 32,0.0
25449,2025-04-11,37 - 33,1900-01-01 17:49:40,1900-01-01 18:13:00,Régulier,PRSM00,31,Genève-Tours,2025-04-11 17:49:40,2025-04-11 17:49:00,31 - 33,0.0
27115,2025-04-11,L - 11,1900-01-01 17:50:00,1900-01-01 18:09:40,Régulier,SYGA00,70,ODIER,2025-04-11 17:50:00,2025-04-11 17:50:00,70 - 11,0.0
27070,2025-04-11,L - 12,1900-01-01 17:51:00,1900-01-01 18:10:00,Régulier,CRCO05,70,ODIER,2025-04-11 17:51:00,2025-04-11 17:51:00,70 - 12,0.0
26053,2025-04-11,48 - 10,1900-01-01 17:53:00,1900-01-01 18:07:40,Régulier,LULY00,47,ODIER,2025-04-11 17:53:00,2025-04-11 17:53:00,47 - 10,0.0
26728,2025-04-11,60 - 43,1900-01-01 18:00:40,1900-01-01 18:50:40,Régulier,CVIN03,61,Rdta,2025-04-11 18:00:40,2025-04-11 18:00:00,61 - 43,0.0
25401,2025-04-11,33 - 21,1900-01-01 18:01:40,1900-01-01 18:22:00,Régulier,PMAR00,31,Genève-Tours,2025-04-11 18:01:40,2025-04-11 18:01:00,31 - 21,0.0
26002,2025-04-11,48 - 11,1900-01-01 18:02:00,1900-01-01 18:18:00,Régulier,CRCO05,47,ODIER,2025-04-11 18:02:00,2025-04-11 18:02:00,47 - 11,0.0
25450,2025-04-11,33z - 18,1900-01-01 18:04:40,1900-01-01 18:27:40,Régulier,PRSM00,31,Genève-Tours,2025-04-11 18:04:40,2025-04-11 18:04:00,31 - 18,0.0
27116,2025-04-11,L - 7,1900-01-01 18:05:00,1900-01-01 18:22:20,Régulier,SYGA00,70,ODIER,2025-04-11 18:05:00,2025-04-11 18:05:00,70 - 7,0.0
27071,2025-04-11,L - 10,1900-01-01 18:06:00,1900-01-01 18:25:00,Régulier,CRCO05,70,ODIER,2025-04-11 18:06:00,2025-04-11 18:06:00,70 - 10,0.0
26665,2025-04-11,61 - 56,1900-01-01 18:07:20,1900-01-01 18:34:20,Régulier,FEMA00,60,Rdta,2025-04-11 18:07:20,2025-04-11 18:07:00,60 - 56,0.0
26054,2025-04-11,48 - 13,1900-01-01 18:08:00,1900-01-01 18:22:20,Régulier,LULY00,47,ODIER,2025-04-11 18:08:00,2025-04-11 18:08:00,47 - 13,0.0
25584,2025-04-11,37 - 33,1900-01-01 18:13:40,1900-01-01 18:39:40,Régulier,PMAR01,33,Genève-Tours,2025-04-11 18:13:40,2025-04-11 18:13:00,33 - 33,0.0
25402,2025-04-11,33 - 20,1900-01-01 18:16:20,1900-01-01 18:36:00,Régulier,PMAR00,31,Genève-Tours,2025-04-11 18:16:20,2025-04-11 18:16:00,31 - 20,0.0
25631,2025-04-11,38 - 55,1900-01-01 18:16:40,1900-01-01 18:45:40,Régulier,RIVE04,33,Genève-Tours,2025-04-11 18:16:40,2025-04-11 18:16:00,33 - 55,0.0
26003,2025-04-11,48 - 8,1900-01-01 18:17:00,1900-01-01 18:33:00,Régulier,CRCO05,47,ODIER,2025-04-11 18:17:00,2025-04-11 18:17:00,47 - 8,0.0
27117,2025-04-11,L - 12,1900-01-01 18:20:00,1900-01-01 18:37:20,Régulier,SYGA00,70,ODIER,2025-04-11 18:20:00,2025-04-11 18:20:00,70 - 12,0.0
25451,2025-04-11,33 - 23,1900-01-01 18:20:40,1900-01-01 18:43:40,Régulier,PRSM00,31,Genève-Tours,2025-04-11 18:20:40,2025-04-11 18:20:00,31 - 23,0.0
26745,2025-04-11,60 - 39,1900-01-01 18:22:00,1900-01-01 19:07:20,Régulier,GXAI01,61,Rdta,2025-04-11 18:22:00,2025-04-11 18:22:00,61 - 39,0.0
27072,2025-04-11,L - 11,1900-01-01 18:22:00,1900-01-01 18:40:20,Régulier,CRCO05,70,ODIER,2025-04-11 18:22:00,2025-04-11 18:22:00,70 - 11,0.0
26055,2025-04-11,48 - 11,1900-01-01 18:23:00,1900-01-01 18:37:00,Régulier,LULY00,47,ODIER,2025-04-11 18:23:00,2025-04-11 18:23:00,47 - 11,0.0
25733,2025-04-11,37z - 32,1900-01-01 18:25:00,1900-01-01 18:52:20,Régulier,LULI00,37,Genève-Tours,2025-04-11 18:25:00,2025-04-11 18:25:00,37 - 32,0.0
